ClienteID,FechaRegistro,Genero,EsMayor,TienePareja,TieneDependientes,Ciudad,Estado,Borough,CodigoPostal,Latitud,Longitud,IngresoMediano,DensidadPoblacional,ServicioTelefono,LineasMultiples,TipoInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,TipoContrato,FacturacionSinPapel,MetodoPago,Antiguedad,CargoMensual,CargosTotal,SegmentoCliente,nivel_riesgo,score_riesgo,ratio_precio_ingreso,TipoDeQueja,TicketsSoporte,Escaladas,PuntuacionNPS,PuntuacionCSAT,TiempoResolucion,TasaAperturaEmail,TasaClicsMarketing,Cancelacion
1099-GODLO,2025-12-11,Femenino,0,Si,Si,New York,NY,QUEENS,11616,40.750169457146086,-73.83547596495228,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,1,20.35,20.35,Residencial,Medio,6.5,0.0033916666666666,,1,0,53.0,2.9,29.7,0.36,0.12,No
1100-DDVRV,2024-08-18,Masculino,0,Si,No,New York,NY,QUEENS,11251,40.71600310622332,-73.84408918031137,72000,8500,No,Sin servicio,DSL,No,Si,No,No,Si,Si,Mensual,Si,Cheque por correo,17,49.8,836.35,Residencial,Medio,6.5,0.0083,,1,0,61.0,3.9,47.0,0.45,0.19,No
1101-SSWAG,2024-10-17,Femenino,0,Si,No,New York,NY,QUEENS,11519,40.72703349130043,-73.84264303034266,72000,8500,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,15,51.1,711.15,Residencial,Alto,9.5,0.0085166666666666,Servicio,4,1,50.0,3.7,22.0,0.47,0.17,No
1104-FEJAM,2023-09-23,Masculino,0,Si,Si,New York,NY,BROOKLYN,11242,40.64623559682816,-73.91004842759378,63000,14000,Si,Si,DSL,No,Si,No,No,No,Si,Mensual,No,Cheque electrónico,28,64.4,1802.15,Residencial,Medio,7.5,0.0122666666666666,,1,0,58.0,3.0,23.5,0.31,0.1,No
1104-TNLZA,2023-09-23,Masculino,1,Si,No,New York,NY,BROOKLYN,11217,40.65941282768781,-73.99294049618305,63000,14000,Si,Si,Fibra óptica,No,Si,No,Si,Si,Si,Mensual,Si,Cheque electrónico,28,105.8,2998.0,Corporativo,Medio,6.5,0.0201523809523809,,1,0,62.0,2.9,2.4,0.34,0.16,No
1106-HRLKZ,2022-09-28,Masculino,0,Si,Si,New York,NY,MANHATTAN,10126,40.762809621917306,-74.01577288146106,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,40,19.6,808.95,Residencial,Medio,4.0,0.0027670588235294,,2,0,84.0,4.8,45.9,0.71,0.27,No
1110-KYLGQ,2020-11-07,Femenino,0,No,No,New York,NY,BRONX,10473,40.84564059766446,-73.89906214851311,42000,13000,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,Mensual,No,Tarjeta de crédito,63,108.25,6780.1,PYME,Alto,9.5,0.0309285714285714,Precio,4,0,37.0,4.1,23.2,0.26,0.11,No
1112-CUNAO,2024-10-17,Femenino,1,No,No,New York,NY,QUEENS,11023,40.75359376844414,-73.833860576575,72000,8500,Si,Si,Fibra óptica,No,Si,No,No,No,Si,Mensual,No,Cheque electrónico,15,89.85,1424.95,PYME,Alto,10.5,0.0149749999999999,Facturacion,6,0,14.0,2.6,29.4,0.17,0.06,Si
1113-IUJYX,2024-11-16,Femenino,0,Si,No,New York,NY,BROOKLYN,11229,40.717857152496926,-73.93006067512766,63000,14000,Si,No,Fibra óptica,Si,Si,No,Si,Si,Si,Un año,No,Cheque por correo,14,105.95,1348.9,Corporativo,Medio,6.0,0.0201809523809523,Precio,4,1,30.0,3.8,5.5,0.38,0.18,Si
1114-CENIM,2021-08-04,Masculino,0,No,Si,New York,NY,BROOKLYN,11202,40.65464042979296,-73.94143755431612,63000,14000,Si,Si,DSL,No,Si,No,No,No,No,Mensual,Si,Tarjeta de crédito,54,55.0,3092.65,Residencial,Medio,7.5,0.0104761904761904,Calidad,5,2,14.0,2.1,39.4,0.13,0.05,Si
1116-DXXDF,2022-10-28,Masculino,0,No,No,New York,NY,BRONX,10463,40.79561462481942,-73.8934942649267,42000,13000,Si,No,Fibra óptica,Si,No,Si,No,Si,Si,Dos años,Si,Cheque electrónico,39,100.45,3801.7,Corporativo,Medio,6.0,0.0287,,1,0,68.0,3.9,20.6,0.25,0.08,No
1116-FRYVH,2022-01-31,Femenino,0,Si,Si,New York,NY,MANHATTAN,10032,40.773265312576434,-73.92629203968171,85000,28000,No,Sin servicio,DSL,Si,Si,No,Si,No,No,Dos años,No,Cheque por correo,48,39.4,1978.65,PYME,Bajo,3.0,0.0055623529411764,,1,0,100.0,4.9,4.3,0.57,0.28,No
1120-BMWUB,2024-09-17,Femenino,0,No,No,New York,NY,QUEENS,11279,40.76106671435336,-73.76261119317064,72000,8500,Si,No,DSL,No,Si,No,Si,No,No,Mensual,Si,Cheque por correo,16,53.9,834.15,Residencial,Medio,7.5,0.0089833333333333,Precio,4,1,13.0,2.6,7.1,0.08,0.03,Si
1121-QSIVB,2022-05-31,Femenino,0,No,Si,New York,NY,QUEENS,11430,40.74831411313835,-73.81583570306934,72000,8500,Si,Si,DSL,No,Si,No,No,Si,Si,Un año,Si,Cheque por correo,44,77.55,3471.1,PYME,Medio,5.0,0.0129249999999999,,1,0,77.0,4.5,45.4,0.6,0.2,No
1122-JWTJW,2025-12-11,Masculino,0,Si,Si,New York,NY,MANHATTAN,10209,40.75940697138335,-73.96359191209855,85000,28000,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque por correo,1,70.65,70.65,PYME,Alto,12.0,0.0099741176470588,Servicio,8,1,8.0,1.2,35.9,0.15,0.07,Si
1122-YJBCS,2020-05-11,Masculino,0,Si,No,New York,NY,BRONX,10470,40.81778260417925,-73.91470941647539,42000,13000,Si,No,DSL,Si,Si,No,No,No,No,Un año,Si,Tarjeta de crédito,69,53.65,3804.4,Residencial,Medio,6.0,0.0153285714285714,,2,0,71.0,4.0,15.3,0.61,0.28,No
1125-SNVCK,2022-01-01,Femenino,1,No,No,New York,NY,BRONX,10466,40.840430791165815,-73.87621874782407,42000,13000,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,49,43.8,2106.05,Residencial,Medio,7.5,0.0125142857142857,,1,0,68.0,3.2,42.7,0.32,0.14,No
1131-ALZWV,2024-01-21,Femenino,0,No,No,New York,NY,QUEENS,11282,40.77541666237407,-73.84347230183141,72000,8500,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Transferencia bancaria,24,24.6,605.25,Residencial,Medio,5.0,0.0041,,2,0,82.0,4.9,46.8,0.65,0.3,No
1131-QQZEB,2020-03-12,Masculino,1,Si,No,New York,NY,QUEENS,11559,40.775257333262736,-73.77329369465804,72000,8500,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Transferencia bancaria,71,23.95,1756.2,Residencial,Medio,4.0,0.0039916666666666,,1,0,50.0,4.1,32.7,0.44,0.21,No
1131-SUEKT,2021-01-06,Masculino,0,Si,Si,New York,NY,BRONX,10471,40.80989159827135,-73.83553225122054,42000,13000,Si,No,Fibra óptica,No,Si,No,Si,Si,Si,Un año,Si,Transferencia bancaria,61,98.45,6145.2,Corporativo,Medio,5.0,0.0281285714285714,,2,0,71.0,4.2,6.3,0.46,0.15,No
1133-KXCGE,2024-07-19,Femenino,0,No,No,New York,NY,QUEENS,11171,40.706501696588376,-73.80110360360374,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Cheque por correo,18,20.1,407.05,Residencial,Medio,6.0,0.00335,,2,0,72.0,4.8,41.2,0.5,0.24,No
1134-YWTYF,2023-10-23,Masculino,0,Si,No,New York,NY,MANHATTAN,10120,40.81904345828335,-73.9955745076111,85000,28000,Si,No,DSL,No,Si,No,Si,No,No,Mensual,Si,Cheque electrónico,27,53.8,1389.85,Residencial,Medio,6.5,0.007595294117647,,1,0,71.0,4.9,5.6,0.76,0.35,No
1135-HIORI,2020-10-08,Femenino,0,Si,Si,New York,NY,QUEENS,11412,40.76071929348057,-73.81441206426088,72000,8500,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Un año,Si,Cheque electrónico,64,111.45,7266.95,Corporativo,Medio,5.0,0.018575,,2,0,61.0,3.5,7.3,0.27,0.13,No
1135-LMECX,2025-12-11,Femenino,0,No,No,New York,NY,QUEENS,11292,40.71237118793417,-73.77653004542753,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,1,19.85,19.85,Residencial,Alto,9.0,0.0033083333333333,Red,4,1,66.0,3.9,33.2,0.23,0.11,No
1136-XGEQU,2021-12-02,Femenino,0,Si,Si,New York,NY,BROOKLYN,11221,40.6730228014526,-73.94953980988933,63000,14000,Si,Si,DSL,No,Si,Si,Si,Si,Si,Un año,Si,Tarjeta de crédito,50,84.15,4164.4,PYME,Medio,5.0,0.0160285714285714,,1,0,50.0,3.1,5.6,0.26,0.11,No
1137-DGOWI,2023-07-25,Femenino,0,Si,No,New York,NY,QUEENS,11135,40.704068177380144,-73.77334371726677,72000,8500,Si,No,DSL,No,Si,Si,Si,No,Si,Un año,No,Transferencia bancaria,30,70.25,2198.9,PYME,Medio,4.0,0.0117083333333333,,2,0,69.0,3.7,8.7,0.47,0.17,No
1139-WUOAH,2021-05-06,Masculino,0,No,No,New York,NY,BRONX,10463,40.885726504345534,-73.8635830044066,42000,13000,No,Sin servicio,DSL,No,No,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,57,53.35,3090.05,PYME,Bajo,3.0,0.0152428571428571,Ninguna,1,0,96.0,4.2,4.3,0.8,0.29,No
1140-UKVZG,2024-08-18,Femenino,0,No,No,New York,NY,BRONX,10473,40.82648449436503,-73.84229068760135,42000,13000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,17,24.8,475.25,Residencial,Medio,7.5,0.0070857142857142,,2,0,75.0,4.2,17.8,0.79,0.33,No
1142-IHLOO,2021-11-02,Femenino,0,No,No,New York,NY,BROOKLYN,11248,40.716599777687115,-73.97350136969999,63000,14000,Si,No,Fibra óptica,No,No,No,No,Si,Si,Un año,No,Tarjeta de crédito,51,87.55,4475.9,PYME,Alto,8.0,0.0166761904761904,Red,3,0,68.0,4.0,17.4,0.45,0.22,No
1142-WACZW,2025-11-11,Masculino,0,No,No,New York,NY,MANHATTAN,10230,40.792487376766786,-73.95664885145213,85000,28000,No,Sin servicio,DSL,No,No,No,Si,No,No,Mensual,No,Transferencia bancaria,2,29.85,75.6,Residencial,Alto,9.0,0.0042141176470588,Servicio,7,0,13.0,1.7,11.1,0.1,0.03,Si
1143-NMNQJ,2025-11-11,Femenino,0,No,No,New York,NY,STATEN ISLAND,10307,40.61752517732817,-74.1722062670308,82000,3200,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,2,85.7,169.8,PYME,Alto,12.0,0.0125414634146341,Servicio,6,1,22.0,2.0,25.4,0.14,0.05,Si
1150-FTQGN,2021-02-05,Femenino,0,Si,Si,New York,NY,BRONX,10463,40.86367675159592,-73.84770045388697,42000,13000,Si,Si,Fibra óptica,Si,Si,No,No,Si,No,Un año,No,Transferencia bancaria,60,94.15,5811.8,Corporativo,Medio,7.0,0.0269,,1,0,63.0,3.5,40.8,0.2,0.09,No
1150-WFARN,2020-07-10,Femenino,0,Si,Si,New York,NY,MANHATTAN,10266,40.73387839702689,-73.94590183827039,85000,28000,Si,Si,Fibra óptica,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,67,108.75,7156.2,Corporativo,Medio,4.0,0.0153529411764705,Precio,3,0,23.0,2.1,7.9,0.15,0.06,Si
1153-GNOLC,2023-04-26,Masculino,0,No,No,New York,NY,BRONX,10472,40.857175338436925,-73.9142368687252,42000,13000,No,Sin servicio,DSL,No,Si,No,No,Si,No,Un año,Si,Cheque electrónico,33,39.1,1309.0,Residencial,Medio,5.0,0.0111714285714285,,1,0,76.0,5.0,34.6,0.51,0.23,No
1154-HYWWO,2022-11-27,Masculino,0,No,No,New York,NY,BRONX,10457,40.83806013259569,-73.86447360990992,42000,13000,Si,No,DSL,Si,Si,No,Si,Si,No,Un año,No,Cheque por correo,38,70.6,2708.2,PYME,Medio,4.0,0.0201714285714285,,2,0,58.0,3.9,5.6,0.22,0.1,No
1156-ZFYDO,2025-12-11,Femenino,0,No,No,New York,NY,QUEENS,11514,40.70780638407126,-73.77385752836132,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque electrónico,1,19.75,19.75,Residencial,Alto,9.0,0.0032916666666666,,3,0,49.0,3.7,18.4,0.42,0.2,No
1157-BQCUW,2025-12-11,Masculino,0,No,No,New York,NY,QUEENS,11304,40.696117967462534,-73.7801929833741,72000,8500,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,1,74.95,74.95,PYME,Alto,12.0,0.0124916666666666,Calidad,6,3,19.0,1.6,13.6,0.23,0.1,Si
1159-WFSGR,2024-09-17,Femenino,0,Si,Si,New York,NY,BROOKLYN,11205,40.6865889823372,-73.97322245862209,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque electrónico,16,20.4,321.4,Residencial,Medio,7.5,0.0038857142857142,,2,0,65.0,3.8,34.5,0.29,0.09,No
1162-ECVII,2020-02-11,Masculino,1,Si,No,New York,NY,MANHATTAN,10107,40.82870197104865,-73.99972648748783,85000,28000,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,72,109.75,7932.5,Corporativo,Medio,4.0,0.0154941176470588,,2,0,66.0,3.7,2.6,0.28,0.11,No
1163-ONYEY,2022-08-29,Masculino,0,Si,Si,New York,NY,BROOKLYN,11237,40.637704645866165,-73.89914655254718,63000,14000,Si,Si,DSL,Si,Si,Si,No,Si,No,Mensual,Si,Tarjeta de crédito,41,74.55,3023.55,Residencial,Medio,6.5,0.0141999999999999,,2,0,74.0,4.1,45.1,0.67,0.2,No
1163-VIPRI,2020-09-08,Femenino,0,Si,Si,New York,NY,BRONX,10464,40.88770208857168,-73.87700316443588,42000,13000,Si,Si,Fibra óptica,Si,No,Si,Si,Si,Si,Dos años,No,Cheque electrónico,65,109.3,7337.55,Corporativo,Medio,5.0,0.0312285714285714,,2,0,68.0,3.4,7.5,0.42,0.17,No
1166-PQLGG,2020-02-11,Femenino,0,Si,Si,New York,NY,MANHATTAN,10007,40.73564206851795,-74.01725904647095,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Transferencia bancaria,72,19.55,1463.45,Residencial,Medio,4.0,0.00276,,2,0,61.0,3.2,28.7,0.48,0.2,No
1167-OYZJF,2020-07-10,Femenino,1,Si,No,New York,NY,BROOKLYN,11203,40.64423090395155,-73.93974687070954,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,Si,Transferencia bancaria,67,20.05,1263.05,Residencial,Medio,4.0,0.0038190476190476,,2,0,60.0,4.0,30.1,0.43,0.18,No
1169-SAOCL,2022-01-01,Masculino,0,No,No,New York,NY,BROOKLYN,11213,40.642393321075936,-73.9637277193947,63000,14000,Si,Si,Fibra óptica,No,Si,No,Si,Si,Si,Un año,Si,Transferencia bancaria,49,106.65,5168.1,Corporativo,Medio,5.0,0.0203142857142857,,2,0,74.0,4.7,3.5,0.8,0.28,No
1169-WCVAK,2024-06-19,Masculino,0,Si,No,New York,NY,QUEENS,11212,40.70007403231041,-73.82060315415454,72000,8500,Si,Si,Fibra óptica,Si,Si,No,Si,No,No,Mensual,Si,Tarjeta de crédito,19,88.8,1672.35,Corporativo,Alto,8.5,0.0147999999999999,Red,4,0,68.0,3.2,6.1,0.35,0.11,No
1170-SASML,2020-05-11,Femenino,0,Si,No,New York,NY,BRONX,10466,40.82240860884893,-73.89305523659924,42000,13000,Si,Si,Fibra óptica,No,Si,Si,No,No,No,Mensual,Si,Transferencia bancaria,69,85.4,5869.4,PYME,Alto,9.5,0.0244,Servicio,3,0,50.0,3.5,46.5,0.3,0.13,No
1171-TYKUR,2022-03-02,Masculino,0,Si,No,New York,NY,BROOKLYN,11252,40.66043384580809,-73.93316061333559,63000,14000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque electrónico,47,25.4,1139.2,Residencial,Medio,6.5,0.0048380952380952,,2,0,64.0,3.4,38.6,0.32,0.11,No
1172-VIYBP,2021-09-03,Masculino,0,Si,Si,New York,NY,BROOKLYN,11239,40.71142379415612,-73.96573897354398,63000,14000,Si,Si,DSL,Si,Si,No,No,No,Si,Dos años,No,Transferencia bancaria,53,69.7,3686.05,PYME,Medio,4.0,0.0132761904761904,,2,0,51.0,2.9,14.1,0.49,0.2,No
1173-NOEYG,2023-10-23,Femenino,0,Si,No,New York,NY,QUEENS,11592,40.767282413151065,-73.83545375741988,72000,8500,Si,Si,Fibra óptica,No,No,Si,No,No,Si,Mensual,No,Transferencia bancaria,27,90.15,2423.4,PYME,Alto,9.5,0.015025,Red,4,0,62.0,2.9,37.8,0.34,0.12,No
1173-XZPYF,2025-02-14,Femenino,0,No,No,New York,NY,BROOKLYN,11237,40.663948310349184,-73.92125739060172,63000,14000,Si,Si,Fibra óptica,No,No,Si,No,Si,No,Mensual,Si,Cheque electrónico,11,89.2,990.3,PYME,Alto,10.5,0.0169904761904761,Precio,4,0,39.0,3.5,47.8,0.49,0.23,No
1174-FGIFN,2023-09-23,Femenino,0,Si,Si,New York,NY,BROOKLYN,11252,40.664513259025945,-73.9097290832924,63000,14000,Si,Si,Fibra óptica,No,No,No,Si,No,Si,Un año,Si,Cheque electrónico,28,90.45,2509.25,Corporativo,Medio,6.0,0.0172285714285714,,1,0,57.0,3.4,7.5,0.37,0.14,No
1177-XZBJL,2021-09-03,Masculino,0,Si,Si,New York,NY,BROOKLYN,11248,40.6302932029492,-73.9337884375019,63000,14000,Si,Si,DSL,Si,Si,No,Si,No,No,Un año,No,Transferencia bancaria,53,64.15,3491.55,PYME,Medio,5.0,0.0122190476190476,,2,0,76.0,4.5,6.7,0.77,0.38,No
1178-PZGAB,2024-06-19,Femenino,0,No,No,New York,NY,MANHATTAN,10078,40.81054774192759,-74.01782108490517,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Tarjeta de crédito,19,20.25,383.65,Residencial,Medio,6.0,0.0028588235294117,,2,0,68.0,2.8,27.9,0.38,0.18,No
1179-INLAT,2025-10-12,Masculino,0,No,No,New York,NY,MANHATTAN,10067,40.74002301257456,-74.00016134455058,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,Si,Cheque por correo,3,19.45,69.25,Residencial,Medio,7.5,0.0027458823529411,,2,0,51.0,3.4,37.3,0.46,0.19,No
1183-CANVH,2024-02-20,Femenino,0,Si,No,New York,NY,BROOKLYN,11207,40.662996866615515,-73.94729396597788,63000,14000,Si,No,DSL,No,No,No,Si,Si,No,Un año,No,Transferencia bancaria,23,60.0,1347.15,PYME,Medio,6.0,0.0114285714285714,,2,0,80.0,4.2,8.7,0.55,0.17,No
1184-PJVDB,2025-03-16,Masculino,0,Si,No,New York,NY,BROOKLYN,11218,40.63260922163975,-73.9548012492287,63000,14000,Si,No,Fibra óptica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,10,79.95,857.2,PYME,Alto,9.5,0.0152285714285714,Servicio,5,1,7.0,2.8,14.0,0.09,0.03,Si
1187-WILMM,2020-11-07,Masculino,0,Si,Si,New York,NY,BRONX,10473,40.79814379855611,-73.86777509146712,42000,13000,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,63,89.4,5597.65,Corporativo,Medio,4.0,0.0255428571428571,,2,0,62.0,3.9,5.2,0.32,0.1,No
1193-RTSLK,2022-11-27,Femenino,0,No,No,New York,NY,BROOKLYN,11240,40.63800054148709,-73.9238057917578,63000,14000,Si,No,Fibra óptica,Si,Si,Si,No,No,No,Mensual,Si,Tarjeta de crédito,38,83.9,3233.6,PYME,Alto,8.5,0.0159809523809523,Servicio,5,0,5.0,2.7,12.8,0.18,0.07,Si
1194-BHJYC,2021-01-06,Masculino,0,Si,No,New York,NY,QUEENS,11478,40.75153615147321,-73.78115011970658,72000,8500,No,Sin servicio,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Cheque por correo,61,62.15,3778.85,PYME,Bajo,3.0,0.0103583333333333,,1,0,88.0,4.3,4.3,0.67,0.22,No
1194-HVAIF,2023-10-23,Femenino,0,Si,No,New York,NY,QUEENS,11069,40.70304685244167,-73.78064681646606,72000,8500,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mensual,No,Tarjeta de crédito,27,95.0,2462.55,PYME,Alto,9.5,0.0158333333333333,Precio,2,0,41.0,4.2,29.8,0.25,0.08,No
1194-SPVSP,2025-12-11,Masculino,0,No,No,New York,NY,MANHATTAN,10094,40.783814388264034,-73.94257071074037,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Transferencia bancaria,1,19.65,19.65,Residencial,Alto,9.0,0.0027741176470588,,2,0,69.0,3.4,19.6,0.34,0.15,No
1195-OIYEJ,2024-12-16,Masculino,0,No,No,New York,NY,QUEENS,11317,40.76147790710233,-73.83767282909886,72000,8500,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,13,91.1,1135.7,PYME,Alto,10.5,0.0151833333333333,Facturacion,8,0,9.0,1.3,21.6,0.22,0.1,Si
1196-AMORA,2025-06-14,Masculino,0,No,No,New York,NY,STATEN ISLAND,10311,40.56352749822341,-74.13811673672258,82000,3200,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,7,73.6,520.0,PYME,Alto,10.5,0.010770731707317,Servicio,6,0,12.0,1.7,13.0,0.15,0.06,Si
1197-BVMVG,2025-09-12,Femenino,1,No,No,New York,NY,MANHATTAN,10168,40.7820587596243,-73.99006245578366,85000,28000,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,4,74.45,294.45,PYME,Alto,12.0,0.0105105882352941,Red,3,0,55.0,4.1,34.4,0.46,0.2,No
1200-TUZHR,2025-05-15,Femenino,1,No,No,New York,NY,BROOKLYN,11201,40.638439446279314,-73.98804942635414,63000,14000,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mensual,No,Cheque electrónico,8,85.2,695.75,PYME,Alto,10.5,0.0162285714285714,,4,0,40.0,3.9,24.8,0.33,0.16,No
1202-KKGFU,2025-01-15,Femenino,0,Si,No,New York,NY,MANHATTAN,10172,40.771115014195765,-73.9874762249164,85000,28000,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,Transferencia bancaria,12,54.2,690.5,Residencial,Medio,7.5,0.0076517647058823,,1,0,64.0,3.0,9.1,0.32,0.13,No
1205-WNWPJ,2025-06-14,Femenino,0,No,No,New York,NY,STATEN ISLAND,10302,40.545270362125954,-74.17497309103992,82000,3200,Si,No,DSL,No,No,No,Si,Si,No,Mensual,Si,Cheque por correo,7,59.5,415.95,Residencial,Medio,7.5,0.0087073170731707,Precio,3,0,13.0,1.9,9.2,0.17,0.08,Si
1206-EHBDD,2021-06-05,Femenino,0,Si,No,New York,NY,QUEENS,11189,40.77349103135635,-73.8043596039149,72000,8500,Si,No,Fibra óptica,Si,No,Si,No,No,No,Dos años,No,Transferencia bancaria,56,80.3,4513.65,PYME,Medio,7.0,0.0133833333333333,,1,0,56.0,3.0,41.3,0.36,0.18,No
1207-BLKSA,2021-10-03,Femenino,0,Si,Si,New York,NY,QUEENS,11174,40.69159412194,-73.75052111107921,72000,8500,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,52,23.05,1255.1,Residencial,Medio,4.0,0.0038416666666666,,2,0,71.0,4.4,46.3,0.79,0.27,No
1208-DNHLN,2024-02-20,Masculino,0,Si,Si,New York,NY,MANHATTAN,10060,40.75116549020912,-73.98054321920945,85000,28000,Si,Si,DSL,No,No,No,No,No,No,Un año,Si,Tarjeta de crédito,23,48.35,1067.15,Residencial,Medio,7.0,0.0068258823529411,Precio,5,0,11.0,1.2,15.7,0.2,0.09,Si
1208-NBVFH,2024-05-20,Masculino,0,Si,Si,New York,NY,QUEENS,11411,40.75730040740654,-73.79387870835218,72000,8500,Si,No,DSL,No,No,Si,No,No,No,Mensual,Si,Cheque electrónico,20,49.6,939.8,Residencial,Medio,7.5,0.0082666666666666,,1,0,71.0,4.3,23.1,0.62,0.27,No
1209-VFFOC,2020-06-10,Masculino,0,Si,Si,New York,NY,BROOKLYN,11240,40.6506660700105,-73.92151364339821,63000,14000,No,Sin servicio,DSL,Si,Si,Si,Si,No,Si,Dos años,Si,Cheque por correo,68,56.4,3948.45,PYME,Bajo,3.0,0.0107428571428571,,0,0,84.0,4.8,7.7,0.62,0.2,No
1212-GLHMD,2025-10-12,Masculino,0,No,No,New York,NY,BRONX,10456,40.821092424763215,-73.87725013779793,42000,13000,Si,No,Fibra óptica,Si,No,No,No,No,Si,Mensual,Si,Cheque por correo,3,86.05,244.85,PYME,Alto,12.0,0.0245857142857142,Precio,4,2,54.0,4.1,47.8,0.31,0.11,No
1213-NGCUN,2025-07-14,Femenino,0,No,No,New York,NY,BROOKLYN,11221,40.6625115516417,-73.97000942274082,63000,14000,Si,No,DSL,No,No,No,Si,No,No,Mensual,Si,Transferencia bancaria,6,49.65,267.35,Residencial,Medio,7.5,0.0094571428571428,Precio,5,0,14.0,1.4,7.8,0.13,0.05,Si
1215-EXRMO,2021-12-02,Masculino,0,Si,No,New York,NY,MANHATTAN,10141,40.82404607980487,-73.9692001875963,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,50,20.55,1067.65,Residencial,Medio,4.0,0.0029011764705882,,2,0,62.0,3.0,32.3,0.28,0.12,No
