ClienteID,FechaRegistro,Genero,EsMayor,TienePareja,TieneDependientes,Ciudad,Estado,Borough,CodigoPostal,Latitud,Longitud,IngresoMediano,DensidadPoblacional,ServicioTelefono,LineasMultiples,TipoInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,TipoContrato,FacturacionSinPapel,MetodoPago,Antiguedad,CargoMensual,SegmentoCliente,nivel_riesgo,score_riesgo,ratio_precio_ingreso,TipoDeQueja,TicketsSoporte,Escaladas,PuntuacionNPS,PuntuacionCSAT,TiempoResolucion,TasaAperturaEmail,TasaClicsMarketing,Cancelacion,tenure_group,income_bracket,has_queja,alto_tickets,servicios_premium_count,nps_categoria,csat_categoria,risk_flag,borough_risk,high_density_area,CustomerValueRatio,PriceIncomePercent,ServicioTelefono_Binary,LineasMultiples_Binary,SeguridadOnline_Binary,RespaldoOnline_Binary,ProteccionDispositivo_Binary,SoporteTecnico_Binary,StreamingTV_Binary,StreamingPeliculas_Binary,ServicesCount,EngagementScore,EstimatedLTV,AvgMonthlyValue,TenureGroup,PriceSegment,HighRisk_ContractTenure,MediumRisk_ContractTenure,IncomePriceMismatch,HighRiskSegment,Log_ChargesMonthly,Log_EstimatedLTV,Log_Tenure,Sqrt_Tenure,Sqrt_ServicesCount,Churn_Binary
0795-GMVQO,2020-07-10,Masculino,0,Si,No,New York,NY,MANHATTAN,10273,40.61006244860502,-74.14738087047103,85000,28000,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,Un año,No,Tarjeta de crédito,67,109.9,Corporativo,Medio,7.0,0.015515294117647,,1,0,60.0,3.2,46.3,0.33,0.16,No,49+ meses,High,0,0,3,Promotor,Satisfecho,0,29.0176322418136,1,0.015515294117647061,1.551529411764706,1,1,1,1,1,0,1,1,7,4.229035166816952,7363.3,108.28382352941176,48+_months,Enterprise,0,0,0,0,4.7086288943563215,8.90439928025212,4.219507705176107,8.18535277187245,2.6457513110645907,0
0795-LAFGP,2020-03-12,Masculino,0,Si,Si,New York,NY,BRONX,10470,40.76257917915943,-73.80178709965857,42000,13000,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Cheque electrónico,71,90.4,Corporativo,Medio,4.0,0.0258285714285714,,1,0,58.0,4.2,6.5,0.47,0.2,No,49+ meses,Low,0,0,4,Promotor,Satisfecho,0,25.660569105691057,0,0.02582857142857143,2.582857142857143,1,1,1,1,1,1,1,1,8,6.214442013129102,6418.400000000001,89.14444444444445,48+_months,Enterprise,0,0,1,0,4.515245478460105,8.767079934372616,4.276666119016055,8.426149773176359,2.8284271247461903,0
0795-XCCTE,2020-02-11,Masculino,1,No,No,New York,NY,QUEENS,11471,40.733716801300815,-73.9521975455209,72000,8500,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Transferencia bancaria,72,25.4,Residencial,Medio,4.0,0.0042333333333333,,2,0,56.0,3.0,17.7,0.22,0.09,No,49+ meses,Medium,0,0,0,Promotor,Neutral,0,24.60515378221114,0,0.004233333333333333,0.4233333333333333,1,1,0,0,0,0,0,0,2,5.454545454545455,1828.8,25.052054794520547,48+_months,Budget,0,0,0,0,3.2733640101522705,7.511961950245435,4.290459441148391,8.48528137423857,1.4142135623730951,0
0799-DDIHE,2024-10-17,Femenino,0,Si,Si,New York,NY,QUEENS,11096,40.76629888546157,-73.96522807360488,72000,8500,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,15,46.3,Residencial,Alto,8.5,0.0077166666666666,Red,2,0,67.0,3.8,14.1,0.27,0.09,No,13-24 meses,Medium,1,0,0,Promotor,Satisfecho,0,24.60515378221114,0,0.007716666666666666,0.7716666666666666,1,0,0,0,0,0,0,0,1,0.31712473572938693,694.5,43.40625,12-24_months,Standard,0,0,0,0,3.856510295497887,6.544631011363498,2.772588722239781,3.872983346207417,1.0,0
0804-XBFBV,2025-02-14,Femenino,0,No,Si,New York,NY,BROOKLYN,11206,40.678272386897795,-73.9105061929483,63000,14000,No,Sin servicio,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,11,25.2,Residencial,Alto,8.5,0.0048,Precio,4,1,42.0,3.0,27.4,0.38,0.18,No,0-12 meses,Medium,1,1,0,Promotor,Neutral,0,26.39182522903453,1,0.0048,0.48,0,0,0,0,0,0,0,0,0,0.0,277.2,23.099999999999998,0-12_months,Budget,0,0,0,0,3.265759410767051,5.6283402794893425,2.4849066497880004,3.3166247903554,0.0,0
0804-YGEQV,2022-06-30,Femenino,0,Si,Si,New York,NY,MANHATTAN,10110,40.11238533659802,-77.51958437167269,85000,28000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,Si,Transferencia bancaria,43,24.45,Residencial,Medio,5.0,0.0034517647058823,,1,0,67.0,3.9,45.7,0.49,0.22,No,25-48 meses,High,0,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.003451764705882353,0.3451764705882353,1,1,0,0,0,0,0,0,2,3.3791748526522594,1051.35,23.89431818181818,24-48_months,Budget,0,0,0,0,3.2367157429965316,6.95878103758518,3.784189633918261,6.557438524302,1.4142135623730951,0
0807-ZABDG,2025-10-12,Femenino,0,No,Si,New York,NY,MANHATTAN,10014,40.794439862463754,-73.96268166565308,85000,28000,Si,No,DSL,Si,No,No,Si,No,No,Mensual,Si,Cheque por correo,3,55.1,Residencial,Alto,9.0,0.0077788235294117,Servicio,8,3,22.0,2.3,11.4,0.25,0.12,No,0-12 meses,High,1,1,2,Promotor,Insatisfecho,0,29.0176322418136,1,0.007778823529411765,0.7778823529411765,1,0,1,0,0,1,0,0,3,0.16042780748663102,165.3,41.325,0-12_months,Standard,0,0,0,0,4.027135812528651,5.113793386198882,1.3862943611198906,1.7320508075688772,1.7320508075688772,0
0810-BDHAW,2024-01-21,Femenino,0,Si,Si,New York,NY,BROOKLYN,11216,40.68707362425904,-73.8220379440252,63000,14000,Si,Si,DSL,Si,Si,No,No,Si,Si,Un año,No,Cheque electrónico,24,78.4,PYME,Medio,5.0,0.0149333333333333,,1,0,64.0,3.7,15.8,0.49,0.17,No,13-24 meses,Medium,0,0,2,Promotor,Satisfecho,0,26.39182522903453,1,0.014933333333333335,1.4933333333333334,1,1,1,1,0,0,1,1,6,1.81360201511335,1881.6000000000001,75.26400000000001,12-24_months,Premium,0,0,0,0,4.37449836825309,7.54040907911312,3.2188758248682006,4.898979485566356,2.449489742783178,0
0810-DHDBD,2021-10-03,Femenino,0,No,No,New York,NY,QUEENS,11158,40.58428604671687,-73.93156372953595,72000,8500,Si,Si,DSL,Si,No,Si,Si,Si,No,Un año,No,Tarjeta de crédito,52,74.0,PYME,Medio,4.0,0.0123333333333333,,2,0,68.0,3.8,8.5,0.36,0.15,No,49+ meses,Medium,0,0,3,Promotor,Satisfecho,0,24.60515378221114,0,0.012333333333333333,1.2333333333333334,1,1,1,0,1,1,1,0,6,4.16,3848.0,72.60377358490567,48+_months,Premium,0,0,0,0,4.31748811353631,8.255568653283746,3.970291913552122,7.211102550927978,2.449489742783178,0
0811-GSDTP,2024-12-16,Femenino,0,No,Si,New York,NY,BROOKLYN,11233,40.59170517200245,-73.96067781069242,63000,14000,No,Sin servicio,DSL,No,Si,No,No,No,No,Mensual,No,Cheque electrónico,13,30.15,Residencial,Medio,7.5,0.0057428571428571,,1,0,71.0,4.0,37.3,0.62,0.27,No,13-24 meses,Medium,0,0,1,Promotor,Satisfecho,0,26.39182522903453,1,0.005742857142857142,0.5742857142857143,0,0,0,1,0,0,0,0,1,0.4173354735152488,391.95,27.99642857142857,12-24_months,Budget,0,0,0,0,3.4388142452334622,5.973682377312184,2.6390573296152584,3.605551275463989,1.0,0
0812-WUPTB,2025-12-11,Masculino,1,Si,No,New York,NY,BROOKLYN,11236,40.78930754374694,-73.94918192854784,63000,14000,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque por correo,1,70.85,PYME,Alto,12.0,0.013495238095238,Red,8,2,17.0,2.6,31.2,0.05,0.02,Si,0-12 meses,Medium,1,1,0,Promotor,Insatisfecho,0,26.39182522903453,1,0.013495238095238095,1.3495238095238096,1,0,0,0,0,0,0,0,1,0.013917884481558803,70.85,35.425,0-12_months,Premium,0,0,0,0,4.274580612525034,4.274580612525034,0.6931471805599453,1.0,1.0,1
0813-TAXXS,2021-07-05,Masculino,0,No,No,New York,NY,BRONX,10457,40.65134544224532,-73.93883953313473,42000,13000,Si,Si,DSL,No,No,Si,No,Si,Si,Dos años,Si,Transferencia bancaria,55,77.8,PYME,Medio,4.0,0.0222285714285714,,2,0,74.0,4.1,32.0,0.63,0.19,No,49+ meses,Low,0,0,1,Promotor,Satisfecho,0,25.660569105691057,0,0.022228571428571427,2.222857142857143,1,1,0,0,1,0,1,1,5,3.489847715736041,4279.0,76.41071428571429,48+_months,Premium,0,0,0,0,4.366912996863833,8.361708288575842,4.02535169073515,7.416198487095663,2.23606797749979,0
0815-MFZGM,2022-07-30,Femenino,0,Si,No,New York,NY,BROOKLYN,11248,40.74845169112677,-73.89264803828516,63000,14000,Si,No,Fibra óptica,No,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,42,99.0,Corporativo,Medio,4.0,0.0188571428571428,,2,0,80.0,4.2,4.8,0.75,0.27,No,25-48 meses,Medium,0,0,2,Promotor,Satisfecho,0,26.39182522903453,1,0.018857142857142857,1.8857142857142857,1,0,0,0,1,1,1,1,5,2.1,4158.0,96.69767441860465,24-48_months,Enterprise,0,0,0,0,4.605170185988092,8.33302993974291,3.7612001156935624,6.48074069840786,2.23606797749979,0
0816-TSPHQ,2025-11-11,Masculino,0,No,No,New York,NY,QUEENS,11333,40.58017733723147,-73.9855496731195,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,2,20.75,Residencial,Alto,9.0,0.0034583333333333,Precio,2,0,53.0,3.3,28.0,0.24,0.09,No,0-12 meses,Medium,1,0,0,Promotor,Satisfecho,0,24.60515378221114,0,0.0034583333333333332,0.3458333333333333,1,0,0,0,0,0,0,0,1,0.09195402298850575,41.5,13.833333333333334,0-12_months,Budget,0,0,0,0,3.079613757534693,3.7495040759303713,1.0986122886681098,1.4142135623730951,1.0,0
0817-HSUSE,2025-12-11,Masculino,0,No,No,New York,NY,BRONX,10456,40.705910382568675,-73.79371049807827,42000,13000,Si,No,DSL,No,No,Si,Si,Si,Si,Mensual,Si,Cheque electrónico,1,75.5,PYME,Alto,8.0,0.0215714285714285,Precio,3,0,59.0,3.8,7.2,0.46,0.14,No,0-12 meses,Low,1,0,2,Promotor,Satisfecho,0,25.660569105691057,0,0.02157142857142857,2.157142857142857,1,0,0,0,1,1,1,1,5,0.06535947712418301,75.5,37.75,0-12_months,Premium,0,0,0,0,4.33729074083249,4.33729074083249,0.6931471805599453,1.0,2.23606797749979,0
0818-OCPZO,2023-10-23,Masculino,1,No,No,New York,NY,BROOKLYN,11251,40.862729942120474,-73.90377216118443,63000,14000,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mensual,Si,Cheque electrónico,27,81.45,PYME,Alto,9.5,0.0155142857142857,Facturacion,6,3,10.0,2.6,46.2,0.19,0.08,Si,25-48 meses,Medium,1,1,1,Promotor,Insatisfecho,0,26.39182522903453,1,0.015514285714285715,1.5514285714285714,1,1,0,1,0,0,0,0,3,0.9824135839902971,2199.15,78.54107142857143,24-48_months,Premium,0,0,0,0,4.412192049005608,7.6962808188403145,3.332204510175204,5.196152422706632,1.7320508075688772,1
0820-FNRNX,2024-08-18,Masculino,0,Si,Si,New York,NY,QUEENS,11321,40.738358466904536,-73.98204757183993,72000,8500,Si,Si,DSL,No,Si,Si,Si,No,No,Mensual,Si,Cheque por correo,17,66.7,PYME,Medio,7.5,0.0111166666666666,,1,0,57.0,3.5,11.1,0.26,0.09,No,13-24 meses,Medium,0,0,3,Promotor,Satisfecho,0,24.60515378221114,0,0.011116666666666667,1.1116666666666668,1,1,0,1,1,1,0,0,5,1.2555391432791727,1133.9,62.99444444444445,12-24_months,Standard,0,0,0,0,4.215086179918229,7.034299820307093,2.8903717578961645,4.123105625617661,2.23606797749979,0
0822-GAVAP,2025-11-11,Femenino,0,No,No,New York,NY,BRONX,10473,40.69146038087075,-73.82065956247114,42000,13000,No,Sin servicio,DSL,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,2,34.7,Residencial,Alto,9.0,0.0099142857142857,Servicio,6,0,10.0,2.3,43.5,0.28,0.13,No,0-12 meses,Low,1,1,0,Promotor,Insatisfecho,0,25.660569105691057,0,0.009914285714285716,0.9914285714285715,0,0,0,0,0,0,0,1,1,0.05602240896358543,69.4,23.133333333333336,0-12_months,Budget,0,0,0,0,3.5751506887855933,4.254193263163997,1.0986122886681098,1.4142135623730951,1.0,0
0822-QGCXA,2023-10-23,Femenino,1,Si,No,New York,NY,BRONX,10471,40.63788978747427,-74.13573585827429,42000,13000,Si,Si,DSL,No,Si,Si,Si,Si,Si,Mensual,No,Cheque electrónico,27,83.85,PYME,Medio,6.5,0.0239571428571428,,1,0,59.0,3.7,4.3,0.4,0.16,No,25-48 meses,Low,0,0,3,Promotor,Satisfecho,0,25.660569105691057,0,0.023957142857142854,2.3957142857142855,1,1,0,1,1,1,1,1,7,2.227460223924573,2263.95,80.85535714285713,24-48_months,Premium,0,0,1,0,4.440884991680235,7.725307962618289,3.332204510175204,5.196152422706632,2.6457513110645907,0
0823-HSCDJ,2021-10-03,Masculino,1,No,No,New York,NY,MANHATTAN,10125,40.780679242417136,-73.95893051200198,85000,28000,No,Sin servicio,DSL,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,52,49.15,Residencial,Medio,5.5,0.0069388235294117,Precio,5,0,26.0,2.2,41.1,0.09,0.04,No,49+ meses,High,1,1,1,Promotor,Insatisfecho,0,29.0176322418136,1,0.006938823529411765,0.6938823529411765,0,0,0,1,0,0,1,1,3,3.1106679960119643,2555.7999999999997,48.222641509433956,48+_months,Standard,0,0,0,0,3.9150185144079446,7.846511755571956,3.970291913552122,7.211102550927978,1.7320508075688772,0
0824-VWDPO,2022-05-01,Femenino,0,No,No,New York,NY,BRONX,10468,40.69137595482463,-73.79787351280663,42000,13000,Si,Si,Fibra óptica,Si,Si,No,No,No,Si,Un año,No,Transferencia bancaria,45,96.75,Corporativo,Medio,7.0,0.0276428571428571,,2,0,72.0,4.1,24.1,0.53,0.18,No,25-48 meses,Low,0,0,2,Promotor,Satisfecho,0,25.660569105691057,0,0.027642857142857143,2.7642857142857142,1,1,1,1,0,0,0,1,5,2.3017902813299234,4353.75,94.64673913043478,24-48_months,Enterprise,0,0,1,0,4.582413198865475,8.379022482357572,3.828641396489095,6.708203932499369,2.23606797749979,0
0825-CPPQH,2020-03-12,Femenino,0,Si,No,New York,NY,BROOKLYN,11232,40.736490036588506,-73.93235641961857,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Tarjeta de crédito,71,19.1,Residencial,Medio,4.0,0.0036380952380952,,2,0,59.0,3.1,12.3,0.29,0.1,No,49+ meses,Medium,0,0,0,Promotor,Satisfecho,0,26.39182522903453,1,0.0036380952380952384,0.36380952380952386,1,0,0,0,0,0,0,0,1,3.532338308457711,1356.1000000000001,18.834722222222226,48+_months,Budget,0,0,0,0,3.0007198150650303,7.213105349087325,4.276666119016055,8.426149773176359,1.0,0
0827-ITJPH,2023-01-26,Masculino,0,No,No,New York,NY,BROOKLYN,11222,40.5950409240512,-73.99020586991256,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,Si,Tarjeta de crédito,36,18.55,Residencial,Medio,4.0,0.0035333333333333,,1,0,56.0,3.9,38.6,0.43,0.2,No,25-48 meses,Medium,0,0,0,Promotor,Satisfecho,0,26.39182522903453,1,0.0035333333333333336,0.3533333333333334,1,0,0,0,0,0,0,0,1,1.8414322250639386,667.8000000000001,18.04864864864865,24-48_months,Budget,0,0,0,0,2.972975286431375,6.505485061770492,3.6109179126442243,6.0,1.0,0
0829-DDVLK,2024-10-17,Femenino,0,No,No,New York,NY,BROOKLYN,11224,40.62656791236981,-74.0755765216912,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Tarjeta de crédito,15,20.1,Residencial,Medio,6.0,0.0038285714285714,,2,0,55.0,2.8,12.2,0.31,0.09,No,13-24 meses,Medium,0,0,0,Promotor,Insatisfecho,0,26.39182522903453,1,0.003828571428571429,0.3828571428571429,1,0,0,0,0,0,0,0,1,0.7109004739336492,301.5,18.84375,12-24_months,Budget,0,0,0,0,3.0492730404820207,5.7120812774708964,2.772588722239781,3.872983346207417,1.0,0
0829-XXPLX,2024-05-20,Femenino,0,No,No,New York,NY,STATEN ISLAND,10307,40.8144383085484,-73.95597259174166,82000,3200,Si,No,Fibra óptica,Si,No,Si,No,Si,No,Mensual,Si,Transferencia bancaria,20,89.4,PYME,Alto,9.5,0.0130829268292682,Precio,4,1,48.0,3.9,30.3,0.47,0.18,No,13-24 meses,High,1,1,2,Promotor,Satisfecho,0,26.58730158730159,0,0.013082926829268295,1.3082926829268295,1,0,1,0,1,0,1,0,4,0.8849557522123893,1788.0,85.14285714285714,12-24_months,Premium,0,0,0,0,4.504244267398131,7.489412083508719,3.044522437723423,4.47213595499958,2.0,0
0831-JNISG,2020-03-12,Masculino,0,Si,Si,New York,NY,BROOKLYN,11246,40.86136471805531,-73.85758265125794,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,71,19.8,Residencial,Medio,4.0,0.0037714285714285,,2,0,58.0,3.6,43.5,0.48,0.17,No,49+ meses,Medium,0,0,0,Promotor,Satisfecho,0,26.39182522903453,1,0.0037714285714285714,0.3771428571428571,1,0,0,0,0,0,0,0,1,3.4134615384615383,1405.8,19.525,48+_months,Budget,0,0,0,0,3.0349529867072724,7.249072900599828,4.276666119016055,8.426149773176359,1.0,0
0835-DUUIQ,2024-01-21,Femenino,0,No,Si,New York,NY,BROOKLYN,11226,40.6025270119169,-74.12248360699542,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Transferencia bancaria,24,21.05,Residencial,Medio,5.0,0.0040095238095238,,2,0,60.0,3.0,12.4,0.42,0.17,No,13-24 meses,Medium,0,0,0,Promotor,Neutral,0,26.39182522903453,1,0.00400952380952381,0.400952380952381,1,0,0,0,0,0,0,0,1,1.0884353741496597,505.20000000000005,20.208000000000002,12-24_months,Budget,0,0,0,0,3.093312601892855,6.226931848111024,3.2188758248682006,4.898979485566356,1.0,0
0835-JKADZ,2020-03-12,Femenino,0,No,No,New York,NY,QUEENS,11561,40.764546070630075,-73.96007759374963,72000,8500,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,71,111.25,Corporativo,Medio,4.0,0.0185416666666666,,1,0,84.0,4.2,4.1,0.55,0.17,No,49+ meses,Medium,0,0,3,Promotor,Satisfecho,0,24.60515378221114,0,0.018541666666666668,1.8541666666666667,1,1,0,1,1,1,1,1,7,4.427616926503341,7898.75,109.70486111111111,48+_months,Enterprise,0,0,0,0,4.720728526622364,8.974586392384762,4.276666119016055,8.426149773176359,2.6457513110645907,0
0836-SEYLU,2025-04-15,Masculino,0,Si,No,New York,NY,BROOKLYN,11208,40.744902144279614,-73.95336240693723,63000,14000,No,Sin servicio,DSL,No,No,No,Si,Si,No,Mensual,No,Cheque por correo,9,40.65,Residencial,Medio,6.5,0.0077428571428571,Precio,5,0,32.0,3.7,11.0,0.27,0.09,No,0-12 meses,Medium,1,1,1,Promotor,Satisfecho,0,26.39182522903453,1,0.0077428571428571425,0.7742857142857142,0,0,0,0,0,1,1,0,2,0.43217286914765907,365.84999999999997,36.584999999999994,0-12_months,Standard,0,0,0,0,3.7293013686128518,5.904953045160003,2.302585092994046,3.0,1.4142135623730951,0
0839-JTCUD,2020-08-09,Femenino,0,Si,Si,New York,NY,MANHATTAN,10175,40.568139980374994,-74.14169140686266,85000,28000,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,66,89.9,Corporativo,Medio,4.0,0.0126917647058823,,2,0,68.0,3.3,6.7,0.35,0.16,No,49+ meses,High,0,0,4,Promotor,Satisfecho,0,29.0176322418136,1,0.012691764705882354,1.2691764705882354,1,1,1,1,1,1,1,1,8,5.808580858085808,5933.400000000001,88.55820895522389,48+_months,Enterprise,0,0,0,0,4.509760001183433,8.688521206735327,4.204692619390966,8.12403840463596,2.8284271247461903,0
0839-QNXME,2023-07-25,Femenino,0,No,No,New York,NY,MANHATTAN,10250,40.66965826143357,-73.99426114025223,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Tarjeta de crédito,30,19.4,Residencial,Medio,4.0,0.0027388235294117,,1,0,77.0,4.2,44.5,0.55,0.17,No,25-48 meses,High,0,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.0027388235294117645,0.27388235294117647,1,0,0,0,0,0,0,0,1,1.4705882352941178,582.0,18.774193548387096,24-48_months,Budget,0,0,0,0,3.0155349008501706,6.368187186350492,3.4339872044851463,5.477225575051661,1.0,0
0840-DCNZE,2022-03-02,Masculino,0,No,No,New York,NY,MANHATTAN,10234,40.636499822968695,-74.01927976120614,85000,28000,Si,No,DSL,Si,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,47,86.95,PYME,Medio,5.0,0.012275294117647,,2,0,50.0,4.1,6.0,0.22,0.07,No,25-48 meses,High,0,0,4,Promotor,Satisfecho,0,29.0176322418136,1,0.01227529411764706,1.227529411764706,1,0,1,1,1,1,1,1,7,3.7407617964752697,4086.65,85.13854166666667,24-48_months,Premium,0,0,0,0,4.476768471183568,8.315725511779888,3.871201010907891,6.855654600401044,2.6457513110645907,0
0840-DFEZH,2025-06-14,Femenino,0,No,No,New York,NY,MANHATTAN,10113,40.61963269976642,-73.9453559919516,85000,28000,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,7,75.35,PYME,Alto,10.5,0.0106376470588235,Red,2,0,64.0,3.4,42.6,0.48,0.21,No,0-12 meses,High,1,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.01063764705882353,1.063764705882353,1,1,0,0,0,0,0,0,2,0.183366077275704,527.4499999999999,65.93124999999999,0-12_months,Premium,0,0,0,0,4.335328031664641,6.269948193455356,2.0794415416798357,2.6457513110645907,1.4142135623730951,0
0841-NULXI,2025-12-11,Masculino,0,No,No,New York,NY,QUEENS,11379,40.6340801730116,-74.02673704379612,72000,8500,No,Sin servicio,DSL,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,1,35.55,Residencial,Alto,9.0,0.005925,Red,7,1,9.0,1.9,13.7,0.22,0.07,No,0-12 meses,Medium,1,1,0,Promotor,Insatisfecho,0,24.60515378221114,0,0.005925,0.5925,0,0,0,0,0,0,0,1,1,0.02735978112175103,35.55,17.775,0-12_months,Budget,0,0,0,0,3.5986811861957873,3.5986811861957873,0.6931471805599453,1.0,1.0,0
0842-IWYCP,2022-04-01,Femenino,0,No,No,New York,NY,MANHATTAN,10260,40.82898145392341,-73.89187491849857,85000,28000,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Transferencia bancaria,46,44.95,Residencial,Medio,7.5,0.0063458823529411,,1,0,78.0,4.1,41.2,0.64,0.21,No,25-48 meses,High,0,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.006345882352941177,0.6345882352941177,1,0,0,0,0,0,0,0,1,1.001088139281828,2067.7000000000003,43.9936170212766,24-48_months,Standard,0,0,0,0,3.827553848801696,7.6346756696490035,3.8501476017100584,6.782329983125268,1.0,0
0843-WTBXE,2021-09-03,Masculino,0,No,No,New York,NY,BROOKLYN,11234,40.798801625435665,-73.96390362234443,63000,14000,Si,Si,Fibra óptica,No,No,No,No,Si,No,Mensual,No,Transferencia bancaria,53,85.45,PYME,Alto,9.5,0.0162761904761904,Precio,5,0,15.0,2.2,35.7,0.2,0.08,Si,49+ meses,Medium,1,1,0,Promotor,Insatisfecho,0,26.39182522903453,1,0.016276190476190475,1.6276190476190475,1,1,0,0,0,0,1,0,3,1.8392134181607864,4528.85,83.8675925925926,48+_months,Premium,0,0,0,0,4.4595662121293,8.418444105346065,3.9889840465642745,7.280109889280518,1.7320508075688772,1
0847-HGRML,2020-12-07,Masculino,0,No,Si,New York,NY,BRONX,10462,40.673995887753314,-73.91392230648984,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Transferencia bancaria,62,20.0,Residencial,Medio,4.0,0.0057142857142857,,1,0,81.0,4.7,41.4,0.52,0.2,No,49+ meses,Low,0,0,0,Promotor,Satisfecho,0,25.660569105691057,0,0.005714285714285714,0.5714285714285714,1,0,0,0,0,0,0,0,1,2.9523809523809526,1240.0,19.682539682539684,48+_months,Budget,0,0,0,0,3.044522437723423,7.123672785204607,4.143134726391533,7.874007874011811,1.0,0
0848-SOMKO,2020-04-11,Masculino,0,No,No,New York,NY,BROOKLYN,11241,40.7488277400152,-73.93728835405233,63000,14000,No,Sin servicio,DSL,Si,No,Si,Si,No,Si,Dos años,No,Transferencia bancaria,70,48.4,PYME,Bajo,2.0,0.0092190476190476,,0,0,77.0,4.3,9.6,0.7,0.25,No,49+ meses,Medium,0,0,3,Promotor,Satisfecho,0,26.39182522903453,1,0.009219047619047618,0.9219047619047618,0,0,1,0,1,1,0,1,4,5.668016194331984,3388.0,47.71830985915493,48+_months,Standard,0,0,0,0,3.899950424193877,8.128290171607052,4.2626798770413155,8.366600265340756,2.0,0
0848-ZGQIJ,2024-09-17,Femenino,0,Si,No,New York,NY,QUEENS,11024,40.634969938173946,-73.94995879706302,72000,8500,Si,No,Fibra óptica,No,Si,No,No,Si,Si,Mensual,Si,Transferencia bancaria,16,94.65,PYME,Alto,9.5,0.015775,Red,3,0,58.0,3.2,12.6,0.25,0.09,No,13-24 meses,Medium,1,0,1,Promotor,Satisfecho,0,24.60515378221114,0,0.015775,1.5775000000000001,1,0,0,1,0,0,1,1,4,0.669106116048092,1514.4,89.08235294117648,12-24_months,Enterprise,0,0,0,0,4.560695695886262,7.323434709497273,2.833213344056216,4.0,2.0,0
0851-DFJKB,2024-10-17,Femenino,0,No,No,New York,NY,MANHATTAN,10141,40.11238533659802,-77.51958437167269,85000,28000,Si,No,DSL,Si,No,Si,Si,No,No,Mensual,No,Cheque electrónico,15,58.95,Residencial,Medio,7.5,0.0083223529411764,,2,0,83.0,5.0,11.2,0.76,0.33,No,13-24 meses,High,0,0,3,Promotor,Satisfecho,0,29.0176322418136,1,0.008322352941176472,0.8322352941176472,1,0,1,0,1,1,0,0,4,1.0008340283569641,884.25,55.265625,12-24_months,Standard,0,0,0,0,4.093510881473524,6.785870090992013,2.772588722239781,3.872983346207417,2.0,0
