cliente_id,pais,ciudad,estado,borough,codigo_postal,latitud,longitud,ingreso_mediano,densidad_poblacional,genero,edad,es_mayor,tiene_pareja,tiene_dependientes,segmento_cliente,fecha_registro,tipo_contrato,antiguedad,canal_registro,metodo_pago,cargo_mensual,ingresos_totales,errores_pago,descuento_aplicado,aumento_precio_3m,facturacion_sin_papel,servicio_telefono,lineas_multiples,tipo_internet,seguridad_online,respaldo_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,conexiones_mensuales,dias_activos_semanales,promedio_conexion,caracteristicas_usadas,tasa_crecimiento_uso,tiempo_sesion_promedio,visitas_app_mensual,features_nuevas_usadas,tickets_soporte,tiempo_resolucion,tipo_queja,escaladas,ultimo_contacto_soporte,puntuacion_nps,puntuacion_csat,tasa_apertura_email,tasa_clics_marketing,respuesta_encuesta,referencias_hechas,fecha_ultimo_pago,intentos_cobro_fallidos,dias_mora,cambio_plan_reciente,downgrade_reciente,competidores_area,ofertas_recibidas,precio_vs_mercado,cancelacion
11477-61ADD,USA,New York,NY,QUEENS,11661,40.6524148264688,-73.95422712196176,72000.0,8500.0,Femenino,44.0,1,Si,No,PYME,2024-10-17,Mensual,16,Web,Cheque electrónico,139.19,2227.04,0,No,No,Si,Si,No,Fibra óptica,No,Si,No,No,Si,Si,136,4,110.35,7,23.35,21.27,89,8,3,13.06,Precio,0,2025-10-23,62,3.54,0.36,0.16,Sin Respuesta,1.0,2025-12-16,0,0,0,0,2,1,Bajo,0
11478-6954F,USA,New York,NY,BRONX,10474,40.636386906088525,-74.08228925103958,42000.0,13000.0,Femenino,48.0,0,Si,No,PYME,2023-11-22,Dos años,25,Web,Tarjeta de crédito,108.25,2706.25,0,No,No,Si,Si,No,DSL,No,Si,Si,No,Si,Si,50,5,69.0,11,10.24,64.01,53,4,2,44.88,Ninguna,0,2025-10-10,56,3.58,0.48,0.23,Muy satisfecho,0.0,2025-11-06,2,0,0,0,2,3,Bajo,0
11479-738A4,USA,New York,NY,STATEN ISLAND,10303,40.70499984942347,-74.00715573745453,82000.0,3200.0,Femenino,48.0,1,Si,No,PYME,2020-08-09,Dos años,62,Web,Transferencia bancaria,86.26,5348.12,0,No,No,Si,Si,Si,DSL,No,Si,Si,No,Si,Si,89,7,52.89,11,8.01,13.34,39,3,3,26.37,Precio,0,2025-09-24,21,2.39,0.09,0.04,Muy satisfecho,0.0,2025-12-02,0,0,0,0,4,3,Competitivo,0
11480-3F0C0,USA,New York,NY,STATEN ISLAND,10311,40.7285796129447,-73.85501972132249,82000.0,3200.0,Masculino,35.0,0,No,No,PYME,2025-03-16,Mensual,11,Web,Cheque electrónico,149.88,1648.6799999999998,2,25%,Si,Si,Si,No,Fibra óptica,No,No,Si,No,Si,Si,38,3,28.29,3,-4.92,33.07,6,5,8,37.46,Servicio,2,2025-12-16,24,1.88,0.24,0.1,Insatisfecho,0.0,2025-12-02,2,30,0,0,4,1,Bajo,0
11481-86654,USA,New York,NY,QUEENS,11478,40.76933321664393,-73.95359801267855,72000.0,8500.0,Femenino,35.0,1,No,No,PYME,2022-12-27,Mensual,38,Web,Cheque electrónico,118.82,4515.16,0,No,No,Si,Si,Si,Fibra óptica,No,No,No,No,No,No,20,1,25.38,4,-0.35,72.07,95,9,5,47.6,Servicio,2,2025-08-27,4,2.39,0.15,0.05,Sin Respuesta,0.0,2025-12-20,1,30,0,1,8,1,Competitivo,1
11482-3F2E2,USA,New York,NY,MANHATTAN,10090,40.54140016051186,-74.20053592862537,85000.0,28000.0,Masculino,54.0,0,No,No,Corporativo,2023-11-22,Mensual,28,Web,Cheque electrónico,113.38,3174.64,0,No,No,Si,Si,Si,Fibra óptica,No,No,No,Si,No,No,98,5,62.22,9,-4.48,90.15,39,4,6,6.67,Precio,2,2025-09-08,22,2.84,0.17,0.09,Neutral,0.0,2025-11-09,0,30,0,1,6,1,Alto,0
11483-069BB,USA,New York,NY,STATEN ISLAND,10302,40.75762660459547,-73.98206764575636,82000.0,3200.0,Femenino,44.0,0,No,No,PYME,2025-04-15,Mensual,9,Web,Cheque electrónico,156.63,1409.67,7,15%,Si,No,Si,Si,Fibra óptica,No,No,No,No,Si,Si,5,3,41.7,4,-11.52,15.96,23,9,13,16.28,Ninguna,4,2025-09-18,15,2.33,0.15,0.06,Insatisfecho,0.0,2025-11-29,3,15,0,0,3,1,Bajo,1
11484-97FC9,USA,New York,NY,BROOKLYN,11208,40.69332348707566,-73.8238279176003,63000.0,14000.0,Masculino,54.0,0,Si,No,Residencial,2021-04-06,Un año,58,Web,Tarjeta de crédito,86.0,4988.0,0,No,No,Si,No,Sin servicio,DSL,No,No,No,No,Si,Si,80,4,90.13,10,22.23,28.81,40,4,2,27.62,Ninguna,0,2025-07-12,58,3.52,0.27,0.08,Muy satisfecho,0.0,2025-12-29,0,5,1,1,1,0,Bajo,0
11485-DA4B1,USA,New York,NY,BRONX,10474,40.632775013223586,-74.11686467754201,42000.0,13000.0,Masculino,47.0,0,Si,Si,PYME,2022-11-27,Dos años,42,Web,Tarjeta de crédito,100.62,4226.04,0,No,No,No,Si,No,DSL,Si,No,Si,Si,Si,Si,67,5,71.04,10,0.86,119.07,50,7,2,9.18,Ninguna,0,2025-11-10,82,4.77,0.68,0.26,Muy satisfecho,0.0,2025-11-14,3,10,0,0,5,2,Alto,0
11486-570BA,USA,New York,NY,BROOKLYN,11243,40.75299412938953,-73.82171024406999,63000.0,14000.0,Masculino,52.0,1,Si,No,Corporativo,2020-09-08,Un año,66,Web,Cheque electrónico,141.51,9339.66,0,No,Si,Si,Si,Si,Fibra óptica,Si,No,No,No,Si,Si,54,6,119.71,11,1.85,43.83,38,9,2,49.13,Ninguna,0,2025-07-31,67,3.4,0.43,0.15,Neutral,0.0,2025-12-17,0,0,0,1,5,2,Competitivo,0
11487-11B01,USA,New York,NY,MANHATTAN,10230,40.75424734526848,-73.92175204606326,85000.0,28000.0,Masculino,22.0,0,Si,No,Residencial,2025-10-12,Mensual,3,Web,Tarjeta de crédito,53.61,160.82999999999998,1,No,No,No,No,Sin servicio,DSL,No,Si,No,No,No,No,119,6,55.32,10,23.18,37.66,82,4,3,50.26,Red,0,2025-08-08,49,3.13,0.31,0.13,Muy satisfecho,1.0,2025-12-11,2,30,0,0,3,1,Competitivo,0
11488-8CEE1,USA,New York,NY,BRONX,10469,40.7520544861983,-73.94042899146159,42000.0,13000.0,Masculino,21.0,1,No,No,Residencial,2025-01-15,Mensual,11,Web,Tarjeta de crédito,64.39,708.29,0,10%,No,Si,No,Sin servicio,DSL,No,Si,No,No,No,No,85,7,108.6,7,3.83,14.8,42,0,1,17.08,Ninguna,0,2025-09-25,72,5.09,0.66,0.27,Satisfecho,0.0,2025-12-09,0,5,0,1,6,0,Bajo,0
11489-8230B,USA,New York,NY,BROOKLYN,11208,40.76740605380161,-73.80112652403652,63000.0,14000.0,Femenino,43.0,0,Si,No,Corporativo,2021-09-03,Un año,52,Web,Transferencia bancaria,155.89,8106.279999999999,0,No,No,Si,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,71,6,62.3,10,3.71,84.91,68,4,1,6.66,Ninguna,0,2025-11-09,75,4.43,0.72,0.26,Satisfecho,0.0,2025-12-20,1,0,0,0,4,1,Bajo,0
11490-05F03,USA,New York,NY,QUEENS,11695,40.61299755200216,-74.13074363495686,72000.0,8500.0,Masculino,39.0,0,No,No,PYME,2025-07-14,Mensual,6,Web,Tarjeta de crédito,105.15,630.9000000000001,0,No,No,No,Si,No,DSL,Si,No,Si,Si,Si,Si,78,5,62.96,6,22.71,63.45,93,4,2,7.39,Ninguna,0,2025-11-03,79,4.74,0.77,0.28,Satisfecho,2.0,2025-12-04,0,0,0,0,4,0,Alto,0
11491-3A93A,USA,New York,NY,BRONX,10460,40.60394527794713,-73.97404209341045,42000.0,13000.0,Masculino,24.0,0,No,No,Residencial,2024-06-19,Un año,19,Web,Tarjeta de crédito,17.08,324.52,0,No,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,104,5,82.36,8,6.25,23.12,58,4,1,37.85,Ninguna,0,2025-07-18,54,3.84,0.27,0.13,Satisfecho,1.0,2025-12-28,3,0,0,0,3,3,Bajo,0
11492-89D50,USA,New York,NY,QUEENS,11265,40.70956057661321,-73.84408145685376,72000.0,8500.0,Masculino,53.0,0,No,Si,Residencial,2024-10-17,Un año,15,Web,Cheque por correo,77.07,1156.05,0,No,Si,No,Si,No,DSL,Si,No,Si,No,No,Si,112,6,94.65,6,9.82,77.78,24,2,2,36.05,Ninguna,0,2025-10-23,80,4.85,0.58,0.24,Neutral,1.0,2025-12-14,0,5,0,0,5,3,Competitivo,0
11493-76CAC,USA,New York,NY,BRONX,10465,40.76773609867888,-73.83075746901265,42000.0,13000.0,Masculino,39.0,0,Si,Si,PYME,2020-02-11,Dos años,75,Web,Transferencia bancaria,82.79,6209.250000000001,2,No,No,Si,Si,No,DSL,No,Si,Si,No,Si,Si,132,6,96.78,6,11.81,65.46,93,8,1,27.62,Ninguna,0,2025-08-30,61,4.15,0.36,0.16,Sin Respuesta,0.0,2025-11-17,0,15,0,0,2,1,Competitivo,0
11494-89A84,USA,New York,NY,BRONX,10457,40.62745960746139,-74.07612511652907,42000.0,13000.0,Femenino,36.0,0,Si,No,Corporativo,2023-11-22,Un año,24,Web,Tarjeta de crédito,109.56,2629.44,0,No,No,Si,Si,Si,DSL,Si,Si,Si,Si,Si,Si,128,6,46.66,8,21.05,69.97,24,4,1,3.69,Ninguna,0,2025-11-24,60,4.25,0.42,0.14,Neutral,1.0,2025-11-05,1,0,1,0,2,0,Alto,0
11495-8E082,USA,New York,NY,BROOKLYN,11220,40.85400166740076,-73.93032106436866,63000.0,14000.0,Masculino,31.0,0,No,No,PYME,2025-10-12,Mensual,3,Web,Cheque electrónico,123.37,370.11,0,15%,No,Si,Si,Si,Fibra óptica,No,No,No,No,No,No,15,3,20.04,4,-13.45,119.41,72,1,5,19.84,Calidad,0,2025-10-17,3,2.43,0.13,0.06,Insatisfecho,0.0,2025-12-03,0,10,1,0,6,1,Alto,0
11496-63F23,USA,New York,NY,QUEENS,11033,40.69684387713165,-73.83036763483949,72000.0,8500.0,Masculino,57.0,0,No,No,PYME,2025-02-14,Mensual,12,Web,Cheque electrónico,115.14,1381.68,4,10%,No,Si,Si,No,Fibra óptica,Si,No,No,No,No,No,15,3,33.12,1,-9.78,8.29,90,4,7,21.03,Servicio,0,2025-09-14,1,2.93,0.28,0.12,Muy insatisfecho,0.0,2025-12-02,2,0,0,1,4,3,Bajo,0
11497-0D5CE,USA,New York,NY,BROOKLYN,11201,40.629087291456464,-73.97278941058742,63000.0,14000.0,Masculino,53.0,0,No,No,PYME,2024-04-20,Mensual,22,Web,Cheque electrónico,104.11,2290.42,0,No,No,Si,Si,Si,Fibra óptica,No,No,No,No,No,No,109,7,111.73,11,12.61,110.22,23,8,2,36.89,Ninguna,0,2025-07-22,49,3.88,0.33,0.15,Satisfecho,0.0,2025-12-10,0,10,1,0,1,2,Competitivo,0
11498-91CFF,USA,New York,NY,QUEENS,11432,40.59145287946103,-74.07265270601926,72000.0,8500.0,Femenino,51.0,0,Si,No,Corporativo,2021-12-02,Un año,45,Web,Cheque electrónico,163.87,7374.150000000001,0,No,Si,No,Si,Si,Fibra óptica,Si,Si,No,Si,Si,Si,73,6,95.24,7,8.04,101.82,61,7,3,6.34,Precio,0,2025-11-26,30,3.65,0.29,0.12,Muy satisfecho,0.0,2025-11-14,0,0,1,0,5,3,Alto,0
11499-C9DB8,USA,New York,NY,MANHATTAN,10240,40.615272516890975,-73.98717372507136,85000.0,28000.0,Femenino,45.0,1,No,No,PYME,2025-10-12,Mensual,3,Web,Cheque electrónico,99.4,298.20000000000005,5,25%,No,Si,Si,Si,Fibra óptica,No,Si,No,No,No,No,18,1,19.31,1,-9.43,52.76,42,5,11,42.63,Servicio,7,2025-11-22,13,1.55,0.13,0.06,No respondió,0.0,2025-12-15,1,30,1,0,7,0,Competitivo,1
1150-FTQGN,USA,New York,NY,BRONX,10463,40.691838242252096,-73.86407498386203,42000.0,13000.0,Femenino,50.0,0,Si,Si,Corporativo,2021-02-05,Un año,60,Web,Transferencia bancaria,151.34,9080.4,0,No,No,No,Si,Si,Fibra óptica,Si,Si,No,No,Si,No,111,6,83.08,5,7.29,106.31,58,8,1,40.8,Ninguna,0,2025-07-10,63,3.5,0.2,0.09,No respondió,1.0,2025-11-24,1,0,0,0,1,1,Bajo,0
1150-WFARN,USA,New York,NY,MANHATTAN,10266,40.83093522214825,-73.9070811815831,85000.0,28000.0,Femenino,48.0,0,Si,Si,Corporativo,2020-07-10,Dos años,67,Web,Tarjeta de crédito,160.58,10758.86,0,No,No,Si,Si,Si,Fibra óptica,Si,No,Si,Si,Si,Si,64,7,93.57,5,23.99,79.58,53,6,3,7.9,Precio,0,2025-09-04,23,2.1,0.15,0.06,Satisfecho,0.0,2025-11-02,1,0,1,0,8,3,Alto,0
11500-BDCB5,USA,New York,NY,QUEENS,11195,40.50302866584165,-74.24773850760648,72000.0,8500.0,Femenino,24.0,1,Si,No,Residencial,2020-02-11,Dos años,75,Web,Tarjeta de crédito,18.06,1354.5,1,No,No,Si,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,107,7,55.15,9,-4.37,107.28,78,1,1,45.33,Ninguna,0,2025-08-09,76,4.07,0.39,0.15,Satisfecho,1.0,2025-12-11,2,5,0,1,4,3,Competitivo,0
11501-0374A,USA,New York,NY,BROOKLYN,11252,40.60090405461691,-73.99365486300643,63000.0,14000.0,Masculino,44.0,0,Si,No,PYME,2024-11-16,Mensual,13,Web,Cheque electrónico,116.29,1511.77,1,20%,No,Si,Si,Si,Fibra óptica,No,No,No,No,Si,No,35,2,29.07,1,-12.06,73.39,25,0,6,15.65,Facturacion,1,2025-10-04,23,2.77,0.13,0.05,No respondió,0.0,2025-12-25,3,5,0,0,6,2,Bajo,1
11502-EE8DC,USA,New York,NY,BROOKLYN,11229,40.76608767141117,-73.96566499762076,63000.0,14000.0,Masculino,69.0,0,No,No,Residencial,2024-07-19,Un año,18,Web,Cheque por correo,15.0,270.0,0,No,Si,No,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,124,5,80.37,7,-4.44,29.86,53,2,1,26.3,Ninguna,0,2025-07-25,70,4.39,0.81,0.26,Satisfecho,0.0,2025-12-12,0,10,1,0,6,2,Alto,0
11503-74A33,USA,New York,NY,QUEENS,11339,40.75688056930343,-73.82886477617463,72000.0,8500.0,Femenino,65.0,0,Si,Si,Residencial,2021-07-05,Un año,53,Web,Tarjeta de crédito,28.73,1522.69,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,148,5,70.25,8,12.8,71.27,60,10,2,30.41,Ninguna,0,2025-12-17,70,5.09,0.73,0.31,Satisfecho,0.0,2025-11-04,0,0,0,0,5,1,Bajo,0
11504-0FC78,USA,New York,NY,QUEENS,11452,40.757355725438075,-73.82907651968611,72000.0,8500.0,Masculino,49.0,0,Si,No,Residencial,2021-10-03,Un año,49,Web,Cheque por correo,90.2,4419.8,0,No,No,Si,Si,No,DSL,Si,Si,No,No,Si,Si,71,5,91.77,5,-4.61,25.59,93,3,1,48.79,Ninguna,0,2025-11-14,58,3.43,0.25,0.11,No respondió,0.0,2025-12-26,0,0,0,0,2,0,Bajo,0
11505-D8D85,USA,New York,NY,QUEENS,11447,40.71725045733419,-73.94484307307715,72000.0,8500.0,Masculino,39.0,0,No,No,PYME,2025-02-14,Mensual,10,Web,Cheque electrónico,89.78,897.8,0,No,No,No,Si,No,Fibra óptica,No,No,No,No,No,No,94,4,92.72,11,8.62,21.2,74,8,4,21.9,Servicio,0,2025-07-24,60,3.42,0.24,0.12,Sin Respuesta,0.0,2025-12-28,3,15,0,0,6,1,Competitivo,0
11506-D51C4,USA,New York,NY,MANHATTAN,10116,40.75993703722585,-73.96680522291088,85000.0,28000.0,Femenino,21.0,0,No,No,Residencial,2025-10-12,Mensual,3,Web,Cheque electrónico,58.93,176.79,1,10%,No,Si,Si,No,DSL,No,No,No,No,No,Si,18,1,44.0,3,2.18,80.22,92,4,5,24.35,Servicio,0,2025-09-15,3,1.11,0.23,0.08,Insatisfecho,0.0,2025-11-02,0,0,0,0,7,3,Alto,1
11507-A1D43,USA,New York,NY,BRONX,10473,40.63811918978334,-74.08183739547222,42000.0,13000.0,Femenino,42.0,0,No,No,Corporativo,2025-12-11,Mensual,1,Web,Cheque electrónico,185.63,185.63,0,No,No,Si,Si,No,Fibra óptica,No,No,No,Si,Si,Si,131,5,77.12,8,-2.08,113.96,78,1,2,6.77,Precio,0,2025-10-15,47,4.6,0.33,0.14,Satisfecho,0.0,2025-12-30,0,30,1,1,2,1,Alto,0
11508-0A6FB,USA,New York,NY,BRONX,10469,40.60090924782154,-73.93760014098797,42000.0,13000.0,Masculino,47.0,0,Si,Si,PYME,2023-03-27,Mensual,37,Web,Tarjeta de crédito,114.49,4236.13,0,No,Si,Si,Si,Si,Fibra óptica,No,No,Si,No,No,Si,64,5,84.85,6,5.96,72.68,43,9,2,38.12,Servicio,0,2025-09-20,60,3.18,0.26,0.1,Satisfecho,0.0,2025-11-03,2,0,0,0,6,3,Alto,0
11509-8A488,USA,New York,NY,BRONX,10473,40.76980051595612,-73.99020905103858,42000.0,13000.0,Masculino,28.0,0,Si,Si,Residencial,2024-10-17,Mensual,15,Web,Cheque por correo,78.83,1182.45,0,No,No,Si,Si,No,DSL,No,Si,Si,Si,No,Si,131,5,56.81,6,6.34,96.52,8,4,1,7.98,Ninguna,0,2025-12-14,57,2.85,0.41,0.14,Satisfecho,0.0,2025-11-23,0,5,0,0,1,1,Competitivo,0
11510-5BCBB,USA,New York,NY,QUEENS,11655,40.76408905408641,-73.99592439770008,72000.0,8500.0,Masculino,71.0,0,Si,Si,Residencial,2022-08-29,Un año,39,Web,Transferencia bancaria,60.83,2372.37,0,No,Si,No,Si,Si,DSL,No,Si,Si,No,Si,No,118,5,86.13,8,5.87,24.36,41,1,2,12.96,Ninguna,0,2025-08-29,60,3.4,0.31,0.13,Satisfecho,0.0,2025-12-16,0,10,1,0,5,1,Competitivo,0
11511-B5579,USA,New York,NY,MANHATTAN,10155,40.77699264126433,-73.81209226361543,85000.0,28000.0,Femenino,46.0,1,Si,No,PYME,2020-11-07,Mensual,60,Web,Cheque electrónico,117.61,7056.6,0,No,Si,Si,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,91,5,47.71,6,16.82,80.23,28,8,2,41.08,Ninguna,0,2025-08-29,37,4.38,0.36,0.15,Muy satisfecho,0.0,2025-11-27,1,0,0,0,6,0,Alto,0
11512-646C9,USA,New York,NY,QUEENS,11484,40.773314550955504,-73.92509094658237,72000.0,8500.0,Masculino,33.0,0,No,No,Residencial,2023-06-25,Mensual,31,Web,Cheque electrónico,49.89,1546.59,0,No,No,Si,Si,No,DSL,No,No,Si,Si,No,No,95,4,56.24,5,-4.87,89.29,78,5,4,12.1,Servicio,2,2025-07-20,19,1.17,0.16,0.08,Satisfecho,0.0,2025-11-26,0,30,0,0,7,2,Alto,0
11513-5D9A8,USA,New York,NY,BRONX,10469,40.74717705679511,-73.89150603649522,42000.0,13000.0,Femenino,27.0,0,No,No,Residencial,2025-05-15,Un año,7,Web,Transferencia bancaria,27.04,189.28,0,No,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,149,4,57.84,5,18.4,9.79,80,4,1,32.0,Ninguna,0,2025-09-05,62,3.34,0.35,0.13,Sin Respuesta,0.0,2025-11-12,0,5,0,0,4,3,Competitivo,0
11514-E6EB4,USA,New York,NY,STATEN ISLAND,10305,40.752752507485326,-73.82705628661503,82000.0,3200.0,Masculino,58.0,0,Si,No,Corporativo,2020-08-09,Un año,67,Web,Cheque electrónico,158.4,10612.8,0,No,No,Si,Si,Si,Fibra óptica,No,Si,No,Si,Si,Si,147,7,92.45,6,20.17,16.17,79,1,3,6.95,Precio,0,2025-07-14,20,1.36,0.11,0.05,Sin Respuesta,0.0,2025-12-06,0,10,0,0,8,0,Alto,0
11515-82E9E,USA,New York,NY,QUEENS,11280,40.826140422556456,-73.91083485957878,72000.0,8500.0,Masculino,26.0,0,No,No,Residencial,2021-09-03,Un año,57,Web,Transferencia bancaria,27.92,1591.44,0,No,No,No,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,61,4,87.55,5,7.94,94.88,57,6,1,41.23,Ninguna,0,2025-10-10,55,4.07,0.42,0.17,Neutral,0.0,2025-12-07,1,0,0,0,8,0,Competitivo,1
11516-FAC9F,USA,New York,NY,BRONX,10454,40.671351038173874,-73.82529908043969,42000.0,13000.0,Masculino,44.0,1,No,No,Residencial,2024-08-18,Mensual,17,Web,Cheque electrónico,61.65,1048.05,0,No,Si,Si,Si,No,DSL,No,No,No,No,No,No,86,6,104.85,6,21.61,55.59,85,6,7,24.24,Servicio,0,2025-08-06,20,2.67,0.1,0.04,Satisfecho,0.0,2025-12-19,1,30,0,0,3,0,Alto,0
11517-6DFA6,USA,New York,NY,BRONX,10474,40.79711810400351,-73.96997582587565,42000.0,13000.0,Femenino,61.0,1,Si,No,Corporativo,2022-04-01,Un año,45,Web,Cheque electrónico,145.83,6562.35,0,No,Si,No,Si,Si,Fibra óptica,No,No,No,Si,Si,Si,109,5,79.83,7,6.43,51.64,62,1,2,6.68,Ninguna,0,2025-08-18,53,4.48,0.42,0.15,Sin Respuesta,0.0,2025-12-13,1,5,0,0,6,2,Bajo,0
11518-A07CD,USA,New York,NY,QUEENS,11215,40.789925586995786,-73.8136158566529,72000.0,8500.0,Femenino,38.0,0,No,No,PYME,2023-09-23,Mensual,25,Web,Tarjeta de crédito,77.37,1934.25,0,No,No,Si,Si,Si,DSL,No,No,No,Si,No,No,90,7,80.61,7,15.84,110.84,48,9,1,8.63,Ninguna,0,2025-11-06,77,4.03,0.49,0.17,Satisfecho,3.0,2025-12-16,0,0,0,0,8,3,Competitivo,0
11519-22F79,USA,New York,NY,MANHATTAN,10249,40.69967931701706,-73.93586676664259,85000.0,28000.0,Femenino,36.0,0,No,No,Residencial,2025-10-12,Mensual,3,Web,Cheque electrónico,71.35,214.05,0,10%,No,Si,Si,Si,DSL,No,No,No,No,Si,No,105,5,57.12,8,6.66,119.08,10,5,3,13.09,Precio,0,2025-07-26,49,3.73,0.25,0.12,Muy satisfecho,0.0,2025-11-17,1,30,1,0,6,0,Competitivo,0
11520-CDF49,USA,New York,NY,BROOKLYN,11227,40.77949776479802,-73.95558406794517,63000.0,14000.0,Masculino,46.0,0,Si,No,Residencial,2022-07-30,Dos años,39,Web,Cheque electrónico,23.08,900.1199999999999,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,109,6,100.7,11,-3.86,92.9,88,9,1,37.55,Ninguna,0,2025-10-16,66,3.67,0.6,0.25,Satisfecho,0.0,2025-12-15,0,10,1,0,6,1,Bajo,0
11521-40A0F,USA,New York,NY,QUEENS,11244,40.69906480813665,-73.9013793258776,72000.0,8500.0,Masculino,54.0,0,Si,No,PYME,2023-08-24,Mensual,29,Web,Cheque electrónico,131.62,3816.98,0,No,No,Si,Si,Si,Fibra óptica,No,Si,Si,No,No,No,126,5,45.27,11,-2.5,96.15,53,9,4,33.46,Servicio,2,2025-09-02,45,3.27,0.42,0.15,Muy satisfecho,0.0,2025-12-04,0,0,0,1,6,1,Competitivo,0
11522-E94A3,USA,New York,NY,BRONX,10468,40.720483144779685,-73.99456701402181,42000.0,13000.0,Femenino,50.0,0,Si,Si,Residencial,2025-02-14,Un año,11,Web,Cheque por correo,27.86,306.46,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,129,6,76.87,6,8.26,28.96,29,2,1,21.55,Ninguna,0,2025-12-02,68,4.43,0.54,0.18,Satisfecho,0.0,2025-12-23,0,5,1,0,8,0,Competitivo,1
11523-88CEE,USA,New York,NY,BROOKLYN,11238,40.697412355764186,-73.93148006433063,63000.0,14000.0,Masculino,31.0,0,No,No,PYME,2024-08-18,Mensual,16,Web,Cheque electrónico,88.67,1418.72,0,No,No,Si,Si,No,Fibra óptica,No,No,Si,No,No,No,15,3,16.59,3,4.8,27.11,65,7,6,44.97,Red,1,2025-07-22,8,3.11,0.07,0.02,Neutral,0.0,2025-11-15,2,0,0,0,3,1,Alto,1
11524-E2D52,USA,New York,NY,BROOKLYN,11230,40.764124028118694,-73.98659635133781,63000.0,14000.0,Femenino,30.0,1,Si,No,PYME,2021-10-03,Mensual,57,Web,Cheque electrónico,141.43,8061.51,0,No,No,Si,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,104,7,102.83,7,0.33,117.78,64,4,2,35.22,Servicio,0,2025-07-22,39,3.33,0.23,0.08,Muy satisfecho,1.0,2025-12-06,3,0,0,0,7,1,Competitivo,0
11525-8F12C,USA,New York,NY,MANHATTAN,10205,40.757355725438075,-73.82907651968611,85000.0,28000.0,Masculino,53.0,1,No,No,Corporativo,2020-05-11,Dos años,73,Web,Tarjeta de crédito,95.66,6983.179999999999,0,No,No,No,Si,Si,DSL,Si,No,Si,Si,No,Si,131,6,95.5,5,21.87,84.94,57,7,0,2.87,Ninguna,0,2025-10-06,100,4.57,0.59,0.18,No respondió,0.0,2025-12-14,0,0,1,0,7,0,Competitivo,0
11526-5F928,USA,New York,NY,MANHATTAN,10043,40.87536856089668,-73.86014530564042,85000.0,28000.0,Femenino,21.0,0,Si,Si,Residencial,2025-12-11,Mensual,1,Web,Cheque por correo,20.06,20.06,2,15%,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,26,3,34.74,4,3.39,83.97,56,6,6,12.41,Servicio,0,2025-12-29,26,1.84,0.08,0.02,Muy insatisfecho,0.0,2025-12-02,0,10,1,0,3,1,Alto,1
11527-83E8F,USA,New York,NY,BRONX,10452,40.62768828853544,-73.97660507575303,42000.0,13000.0,Femenino,49.0,1,Si,No,Corporativo,2020-07-10,Un año,65,Web,Cheque electrónico,313.8985352867603,20403.40479363942,0,No,No,Si,Si,Si,Fibra óptica,Si,Si,No,No,Si,Si,80,5,56.14,8,7.29,37.91,36,10,1,29.42,Servicio,1,2025-07-29,38,3.62,0.44,0.16,Satisfecho,0.0,2025-11-08,3,5,1,0,6,0,Alto,0
11528-62D75,USA,New York,NY,BROOKLYN,11224,40.81650825618445,-73.89655565512905,63000.0,14000.0,Masculino,39.0,0,Si,Si,Residencial,2020-10-08,Dos años,67,Web,Transferencia bancaria,18.62,1247.54,0,No,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,116,7,95.16,7,8.85,106.95,53,7,2,34.71,Ninguna,0,2025-11-14,72,3.89,0.27,0.13,Satisfecho,2.0,2025-12-23,2,0,0,0,4,1,Competitivo,0
